sku;title;descrFiscal;ean;dun;marca_original;classe;conservacao;pesoLiquido;pesoBruto;url
397748;BATATA CRISPY COATED 7MM PACOTE (2KG) - FARM FRITES;A batata crispy coated 7mm possui corte fino e cobertura especial que garante crocância prolongada após o preparo. Ideal para fritura, mantém textura crocante por fora e macia por dentro, mesmo após algum tempo. O corte padronizado proporciona excelente rendimento e uniformidade, enquanto o congelamento preserva qualidade, sabor e praticidade no uso. Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0871067902994;;FARM FRITES;Outros;Congelado;2 kg;12.000 kg (Caixa);https://www.friboionline.com.br/product/batata-crispy-coated-7mm-pacote-2kg-farm-frites-vegetal-congelado/397748
397755;QUEIJO MUSSARELA (4KG) - DO VALLE;O queijo mussarela em peça é ideal para fatiar, ralar ou derreter, oferecendo excelente rendimento e sabor suave. Possui ótima elasticidade quando aquecido, sendo indicado para pizzas, lanches, gratinados e diversas preparações. A embalagem preserva a qualidade, mantendo textura, aroma e conservação adequada. Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0789899415011;;DO VALLE;Aves;Resfriado;4 kg;24.000 kg (Caixa);https://www.friboionline.com.br/product/queijo-mussarela-4kg-do-valle-lacteos-resfriado/397755
397757;FILÉZINHO SUÍNO - FRIGOLESTE;Filézinho suíno extremamente macio, com baixo teor de gordura e sabor suave. Versátil, é ideal para grelhados, medalhões, assados rápidos e receitas ao molho. Produto congelado que oferece excelente textura, cozimento uniforme e ótima apresentação final. Origem: Suíno | Quantidade Mínima da Caixa: 23 | Quantidade Máxima da Caixa: 24;0789892688908;;FRIGOLESTE;Aves;Congelado;;25.000 kg (Caixa);https://www.friboionline.com.br/product/filezinho-suino-frigoleste-suino-congelado/397757
397758;BARRIGA SUÍNA QUADRADA - FRIGOLESTE;A Barriga Suína Quadrada Frigoleste é um corte nobre, com excelente equilíbrio entre carne e gordura, ideal para receitas que exigem suculência e sabor marcante. Versátil, pode ser utilizada assada, grelhada ou em preparos artesanais como pancetta e torresmo. Possui padronização no corte, ótima textura e rendimento consistente, garantindo qualidade em cada preparo. Origem: Suíno | Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 2;0789892689018;;FRIGOLESTE;Suínos;Congelado;;10.000 kg (Caixa);https://www.friboionline.com.br/product/barriga-suina-quadrada-frigoleste-suino-congelado/397758
397759;FILÉ DE MEIO PEITO SEM PELE FATIADO PACOTE (2KG) - NAT;Filé de meio peito de frango sem pele, já fatiado, garantindo praticidade, padronização e agilidade no preparo. Carne magra, macia e de sabor suave, ideal para receitas que exigem apresentação uniforme e ótimo rendimento. Origem: Ave | Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0790861290117;;NAT;Aves;Congelado;2 kg;12.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-meio-peito-sem-pele-fatiado-pacote-2kg-nat-ave-congelado/397759
397760;FRANGO Á PASSARINHO PACOTE IQF - LEVO;Frango à passarinho congelado individualmente (IQF), que facilita o porcionamento e o controle no preparo. Corte prático, com ótimo sabor e textura, ideal para diferentes tipos de receitas. Produto que contribui para redução de desperdícios e maior eficiência operacional. Origem: Ave | Quantidade Mínima da Caixa: 14 | Quantidade Máxima da Caixa: 14;0790835010128;;LEVO;Aves;Congelado;;11.200 kg (Caixa);https://www.friboionline.com.br/product/frango-a-passarinho-pacote-iqf-levo-ave-congelado/397760
397763;PERNIL SUÍNO SEM OSSO - PALMALI;O pernil suíno sem osso é um corte versátil e de excelente rendimento, ideal para assados, grelhados, recheados e diversas preparações. Possui textura macia, sabor suave e ótima absorção de temperos, proporcionando pratos suculentos e saborosos. O corte sem osso facilita o porcionamento e otimiza o aproveitamento da carne. Origem: Suíno | Quantidade Mínima da Caixa: 2 | Quantidade Máxima da Caixa: 3;0789744840052;;PALMALI;Aves;Congelado;;24.000 kg (Caixa);https://www.friboionline.com.br/product/pernil-suino-sem-osso-palmali-suino-congelado/397763
397783;PERNIL SUÍNO SEM OSSO - FRIELLA;O pernil suíno sem osso é um corte versátil e de excelente aproveitamento, ideal para assados, grelhados e preparações diversas. Possui textura macia, sabor suave e ótima absorção de temperos, proporcionando alto rendimento e praticidade no preparo. Origem: Suíno | Quantidade Mínima da Caixa: 2 | Quantidade Máxima da Caixa: 2;0789801733575;;FRIELLA;Aves;Congelado;;21.000 kg (Caixa);https://www.friboionline.com.br/product/pernil-su%C3%ADno-sem-osso-friella-397783/397783
397785;BISTECA SUÍNA - FRIELLA;A bisteca suína é um corte tradicional que combina sabor marcante, maciez e suculência. Ideal para grelhados, frituras e assados, proporciona excelente rendimento e ótima apresentação. A presença do osso ajuda a intensificar o sabor durante o preparo. Origem: Suíno | Quantidade Mínima da Caixa: 28 | Quantidade Máxima da Caixa: 40;0789801733114;;FRIELLA;Suínos;Congelado;;25.000 kg (Caixa);https://www.friboionline.com.br/product/bisteca-su%C3%ADna-friella-397785/397785
397808;FILÉ DE SALMÃO SUPER PREMIUM BLACK (1200 A 2200G) - NINEFISH;Filé de Salmão Super Premium Black Ninefish, com peso entre 1200g e 2200g, ideal para restaurantes e peixarias. Possui textura macia, coloração intensa e sabor marcante. É perfeito para grelhados, assados, sashimis e pratos sofisticados, garantindo padronização e alto rendimento. Quantidade Mínima da Caixa: 9 | Quantidade Máxima da Caixa: 11;0790110380004;;NINEFISH;Pescados;Congelado;2200 g;16.500 kg (Caixa);https://www.friboionline.com.br/product/file-de-salmao-super-premium-black-1200-a-2200g-ninefish-pescado-terceiros/397808
397822;PICANHA (ACIMA DE 1,3KG) PARAGUAIA - VICTÓRIA;Picanha Paraguaia acima de 1,3kg Victória, corte bovino premium com capa de gordura uniforme que proporciona suculência e sabor intenso. Ideal para churrasco e grelha, com excelente maciez, rendimento e apresentação. Origem: Bovino | Quantidade Mínima da Caixa: 8 | Quantidade Máxima da Caixa: 10;;;VICTORIA;Bovinos;Congelado;1.3 kg;16.000 kg (Caixa);https://www.friboionline.com.br/product/picanha-acima-de-13kg-paraguaia-victoria-bovino-congelado/397822
397823;PICANHA (ABAIXO DE 1,3KG) PARAGUAIA - VICTÓRIA;Picanha Paraguaia abaixo de 1,3kg Victória, corte bovino suculento com capa de gordura equilibrada. Ideal para churrasco, forno ou grelha. Carne macia, sabor marcante e excelente rendimento em diversas preparações. Origem: Bovino | Quantidade Mínima da Caixa: 9 | Quantidade Máxima da Caixa: 12;;;VICTORIA;Bovinos;Congelado;1.3 kg;14.500 kg (Caixa);https://www.friboionline.com.br/product/picanha-abaixo-de-13kg-paraguaia-victoria-bovino-congelado/397823
397824;MAMINHA DA ALCATRA PARAGUAIA - FRIGOCHACO;Maminha da Alcatra Paraguaia Frigochaco, corte bovino macio e suculento, ideal para churrasco, grelha ou forno. Carne com marmoreio equilibrado e sabor marcante, garantindo excelente rendimento e apresentação diferenciada nas preparações. Origem: Bovino;;;FRIGOCHACO;Bovinos;Congelado;;12.500 kg (Caixa);https://www.friboionline.com.br/product/maminha-da-alcatra-paraguaia-frigochaco-bovino-congelado/397824
397825;LINGUIÇA TIPO CALABRESA COZIDA E DEFUMADA PACOTE (2,5 KG) - FRIMESA;Linguiça tipo calabresa cozida e defumada, elaborada com carne suína selecionada. Possui sabor intenso, aroma marcante e ótima textura, ideal para pizzas, massas, feijoadas, caldos e recheios. Produto congelado com excelente rendimento e padrão de qualidade reconhecido. Origem: Suíno | Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0789627592068;;FRIMESA;Suínos;Congelado;2.5 kg;15.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-tipo-calabresa-cozida-e-defumada-pacote-25-kg-frimesa-suino-ambiente/397825
397826;SOBRECOXA COM OSSO (20KG) - LEVO;Sobrecoxa de frango com osso, de origem avícola, reconhecida pela maciez e sabor marcante. Corte uniforme, com boa proporção de carne e gordura, proporcionando suculência e ótimo desempenho em diferentes métodos de preparo. Origem: Ave;0790835010125;;LEVO;Aves;Congelado;20 kg;20.000 kg (Caixa);https://www.friboionline.com.br/product/sobrecoxa-com-osso-20kg-levo-397826/397826
397840;FILÉ DE COXA E SOBRECOXA PACOTE (1KG) - CANÇÃO;O filé de coxa e sobrecoxa de frango é um corte sem osso, com excelente suculência e sabor mais intenso. Ideal para grelhados, assados e preparações rápidas, oferece ótimo rendimento e facilidade no preparo. A embalagem em pacote proporciona praticidade no armazenamento e controle de porções, mantendo qualidade e padronização. Origem: Ave | Quantidade Mínima da Caixa: 20 | Quantidade Máxima da Caixa: 20;0789820848704;;CANÇAO;Aves;Congelado;1 kg;20.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-coxa-e-sobrecoxa-pacote-1kg-cancao-ave-congelado/397840
397849;OVO LÍQUIDO PASTEURIZADO (1KG) - MANTIQUEIRA;O Ovo Líquido Integral Mantiqueira é a solução para preparos em grandes quantidades, garantindo praticidade, sabor e alto rendimento para o Food Service. O produto passa por um rigoroso processo de seleção e limpeza, oferecendo segurança e qualidade para cada receita. Pode ser utilizado em preparos como confeitaria, massas, omeletes e muito mais, reduzindo desperdícios na cozinha e elevando o sabor de cada prato. Fornecido em caixas com 12 unidades de 1KG, facilita a logística e o armazenamento no freezer de lanchonetes, restaurantes comerciais e buffets. Tempo de vida do produto: Fechado: 60 dias refrigerado de 0°C a 5°C | Aberto: Até 24 horas Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 12;0789698210341;;MANTIQUEIRA;Outros;Resfriado;1 kg;12.000 kg (Caixa);https://www.friboionline.com.br/product/ovo-liquido-pasteurizado-1kg-mantiqueira-industrializado-resfriado/397849
397850;GEMA LÍQUIDA PASTEURIZADA (1KG) - MANTIQUEIRA;A Gema Líquida Mantiqueira é a solução para preparos em grandes quantidades, garantindo praticidade, sabor e alto rendimento para o Food Service. O produto passa por um rigoroso processo de seleção e limpeza, oferecendo segurança e qualidade para cada receita. Pode ser utilizada em preparos como confeitaria, massas e muito mais, reduzindo desperdícios na cozinha e elevando o sabor de cada prato. Fornecido em caixas com 12 unidades de 1KG, facilita a logística e o armazenamento no freezer de lanchonetes, restaurantes comerciais e buffets. Tempo de vida do produto: Fechado: 60 dias refrigerado de 0°C a 5°C | Aberto: Até 24 horas Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 12;0789698210340;;MANTIQUEIRA;Outros;Resfriado;1 kg;12.000 kg (Caixa);https://www.friboionline.com.br/product/gema-liquida-pasteurizada-1kg-mantiqueira-industrializado-resfriado/397850
397857;CLARA LÍQUIDA PASTEURIZADA (1KG) - MANTIQUEIRA;A Clara Líquida Mantiqueira é a solução para preparos em grandes quantidades, garantindo praticidade, sabor e alto rendimento para o Food Service. O produto passa por um rigoroso processo de seleção e limpeza, oferecendo segurança e qualidade para cada receita. Pode ser utilizada em preparos como confeitaria, massas, omeletes e muito mais, reduzindo desperdícios na cozinha e elevando o sabor de cada prato. Fornecido em caixas com 12 unidades de 1KG, facilita a logística e o armazenamento no freezer de lanchonetes, restaurantes comerciais e buffets. Tempo de vida do produto: Fechado: 90 dias refrigerado de 0°C a 5°C | Aberto: Até 24 horas Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 12;0789698210339;;MANTIQUEIRA;Outros;Resfriado;1 kg;12.000 kg (Caixa);https://www.friboionline.com.br/product/clara-liquida-pasteurizada-1kg-mantiqueira-industrializado-ambiente/397857
397867;FILÉZINHO SASSAMI SEM PELE PACOTE (1KG) IQF - JAGUÁ;Filézinho Sassami sem pele 1kg IQF Jaguá, corte nobre de frango congelado individualmente, facilitando o controle de porções. Carne macia, suculenta e com ótimo rendimento. Ideal para grelhados, tiras, iscas e strogonoff. Praticidade no armazenamento e agilidade no preparo diário. Origem: Ave | Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 14;0789830425794;;JAGUA;Aves;Congelado;1 kg;14.000 kg (Caixa);https://www.friboionline.com.br/product/filezinho-sassami-sem-pele-pacote-1kg-iqf-jagua-ave-congelado/397867
397952;COXINHA DA ASA TEMPERADA PACOTE (700G) - LAR;A Coxinha da asa temperada já vem pronta para preparo, garantindo rapidez, padronização e excelente sabor. Ideal para assar, fritar ou grelhar, com ótimo rendimento. Origem: Ave | Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 26;0789641972895;;LAR;Aves;Congelado;700 g;18.200 kg (Caixa);https://www.friboionline.com.br/product/coxinha-da-asa-temperada-pacote-700g-lar-ave-congelado/397952
397957;PICANHA A URUGUAIA ANGUS BEEF (ACIMA DE 1,7KG) - LAS MORAS;A Picanha Uruguaia Angus é um corte nobre, com maciez, suculência e marmoreio equilibrado. Ideal para grelha ou forno, oferece alto rendimento, preparo uniforme e excelente apresentação, garantindo qualidade constante. Origem: Bovino | Quantidade Mínima da Caixa: 8 | Quantidade Máxima da Caixa: 12;;;LAS MORAS;Bovinos;Congelado;1.7 kg;23.000 kg (Caixa);https://www.friboionline.com.br/product/picanha-uruguaia-angus-beef-acima-de-17kg-las-moras-bovino-congelado/397957
398006;FILÉZINHO SEM OSSO PACOTE IQF (11,2KG) - LEVO;O Filezinho sem osso IQF é uma opção prática e versátil, ideal para padronização de cortes, facilidade no preparo e excelente rendimento. Congelado individualmente, permite uso na medida certa, evitando desperdícios e garantindo controle no porcionamento. Indicado para grelhados, empanados e assados, mantendo sabor e suculência. Origem: Ave | Quantidade Mínima da Caixa: 14 | Quantidade Máxima da Caixa: 14;0790835000260;;LEVO;Aves;Congelado;11.2 kg;11.200 kg (Caixa);https://www.friboionline.com.br/product/filezinho-sem-osso-pacote-iqf-112kg-levo-ave-congelado/398006
398010;FILÉ DE SAITHE COM PELE (ACIMA DE 2000G) GRANEL 10KG - SEAPRO;O filé de saithe com pele possui carne firme e sabor suave, sendo indicado para frituras, grelhados e assados. O tamanho maior permite melhor aproveitamento e padronização das porções. O congelamento preserva frescor, textura e qualidade, garantindo segurança no armazenamento e preparo. Quantidade Mínima da Caixa: 1;;;SEAPRO;Aves;Congelado;2000 g;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-saithe-com-pele-acima-de-2000g-granel-10kg-seapro-pescado-congelado/398010
398029;CEBOLA PICADA SUPER PACOTE (300G) - EASYCHEF;A cebola picada congelada oferece praticidade e padronização no preparo de receitas, eliminando a necessidade de corte manual. Mantém sabor e aroma característicos, sendo ideal para refogados, molhos e diversas preparações. O congelamento conserva o produto por mais tempo, facilitando o armazenamento. Quantidade Mínima da Caixa: 20 | Quantidade Máxima da Caixa: 20;0789897037028;;EASYCHEF;Outros;Congelado;300 g;6.000 kg (Caixa);https://www.friboionline.com.br/product/cebola-picada-super-pacote-300g-easychef-vegetal-congelado/398029
398040;BATATA CORTE FINO 7MM PACOTE (2KG) - COOL MIND;A batata congelada corte fino 7mm é ideal para frituras rápidas, garantindo crocância por fora e maciez por dentro. Possui corte padronizado que proporciona rendimento uniforme e excelente apresentação. O congelamento preserva qualidade e sabor, facilitando o preparo e o controle de porções. Quantidade Mínima da Caixa: 7 | Quantidade Máxima da Caixa: 7;0779830485225;;COOL MIND;Outros;Congelado;2 kg;14.000 kg (Caixa);https://www.friboionline.com.br/product/batata-corte-fino-7mm-pacote-2kg-cool-mind-vegetal-congelado/398040
398050;BACALHAU SAITHE (13 A 15) (25KG) - FJORDLAKS;O bacalhau saithe é uma opção versátil, com carne firme e sabor característico, muito utilizado em receitas tradicionais. Possui excelente rendimento após dessalga e preparo, mantendo textura consistente. O processo de conservação garante qualidade, durabilidade e segurança durante o armazenamento. Quantidade Mínima da Caixa: 13 | Quantidade Máxima da Caixa: 15;;;FJORDLAKS;Pescados;Resfriado;25 kg;25.000 kg (Caixa);https://www.friboionline.com.br/product/bacalhau-saithe-13-a-15-25kg-fjordlaks-pescado-resfriado/398050
398051;BACALHAU SAITHE (16 A 20) (25KG) - FJORDLAKS;O bacalhau saithe apresenta carne firme, sabor marcante e ótima absorção de temperos, sendo ideal para diversas preparações. O tamanho padronizado facilita o controle de porções e o aproveitamento. Possui longa conservação e mantém qualidade mesmo após armazenamento prolongado. Quantidade Mínima da Caixa: 16 | Quantidade Máxima da Caixa: 20;;;FJORDLAKS;Pescados;Resfriado;25 kg;25.000 kg (Caixa);https://www.friboionline.com.br/product/bacalhau-saithe-16-a-20-25kg-fjordlaks-pescado-resfriado/398051
398054;JERKED BEEF BOVINO (PONTA DE AGULHA) 30KG - SUPREMA;O jerked beef bovino ponta de agulha é produzido com carne selecionada e processo de cura que garante sabor marcante e longa conservação. Possui excelente rendimento após preparo e é indicado para diversas receitas. Mantém textura firme e padrão uniforme, facilitando o armazenamento e o uso. Quantidade Mínima da Caixa: 1;0079956100058;;SUPREMA CHARQUE;Bovinos;Resfriado;30 kg;30.000 kg (Caixa);https://www.friboionline.com.br/product/jerked-beef-bovino-ponta-de-agulha-30kg-suprema-industrializado-ambiente/398054
398056;LINGUIÇA CHURRASCO (5KG) - PEROLA;A linguiça para churrasco possui tempero equilibrado e ótima suculência após o preparo. Ideal para grelhar, assar ou fritar, oferece excelente rendimento e sabor marcante. O congelamento preserva a qualidade do produto, garantindo praticidade no armazenamento e padronização no uso. Origem: Suíno | Quantidade Mínima da Caixa: 2 | Quantidade Máxima da Caixa: 2;0789834355019;;PEROLA;Suínos;Congelado;5 kg;10.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-churrasco-5kg-perola-suino-congelado/398056
398057;JERKED BEEF BOVINO PONTA DE AGULHA (5KG) - SUPREMA;O jerked beef ponta de agulha é um produto curado de sabor intenso e alta durabilidade. Possui ótimo rendimento após dessalga e preparo, mantendo textura firme e padrão uniforme. Ideal para preparações que exigem conservação prolongada e praticidade no armazenamento. Quantidade Mínima da Caixa: 2 | Quantidade Máxima da Caixa: 2;0071049722249;;SUPREMA CHARQUE;Bovinos;Temperatura Ambiente;5 kg;10.000 kg (Caixa);https://www.friboionline.com.br/product/jerked-beef-bovino-ponta-de-agulha-5kg-suprema-industrializado-ambiente/398057
398058;JERKED BEEF BOVINO DIANTEIRO (400G) - SUPREMA;O jerked beef bovino dianteiro apresenta sabor marcante e excelente conservação, sendo indicado para diversas preparações tradicionais. Possui bom rendimento após preparo e textura firme, garantindo padronização e qualidade no uso. A embalagem facilita o armazenamento e o controle de porções. Quantidade Mínima da Caixa: 25 | Quantidade Máxima da Caixa: 25;0079956100055;;SUPREMA CHARQUE;Bovinos;Resfriado;400 g;10.000 kg (Caixa);https://www.friboionline.com.br/product/jerked-beef-bovino-dianteiro-400g-suprema-industrializado-ambiente/398058
398061;JERKED BEEF BOVINO PONTA DE AGULHA (400G) - SUPREMA;O jerked beef ponta de agulha possui processo de cura que garante longa durabilidade e sabor característico. Indicado para preparações variadas, mantém bom rendimento e textura firme após dessalga e cozimento. Ideal para armazenamento prolongado com segurança e qualidade. Quantidade Mínima da Caixa: 25 | Quantidade Máxima da Caixa: 25;0079956100056;;SUPREMA CHARQUE;Bovinos;Resfriado;400 g;10.000 kg (Caixa);https://www.friboionline.com.br/product/jerked-beef-bovino-ponta-de-agulha-400g-suprema-industrializado-ambiente/398061
398062;LOMBO SUÍNO - FRIALL;O lombo suíno é um corte macio e versátil, indicado para assados, grelhados, bifes ou preparações recheadas. Possui baixo teor de gordura e excelente rendimento, mantendo sabor suave e textura firme após o preparo. O congelamento preserva as características naturais da carne, garantindo qualidade e segurança. Origem: Suíno | Quantidade Mínima da Caixa: 13 | Quantidade Máxima da Caixa: 15;0789461114852;;FRIALL;Aves;Congelado;;22.500 kg (Caixa);https://www.friboionline.com.br/product/lombo-suino-friall-suino-congelado/398062
398100;FILÉ DE TILÁPIA (80 A 140G) SEM PELE (10KG) GRANEL - PLANALTO;O filé de tilápia sem pele possui tamanho padronizado entre 80 e 140g, garantindo controle de porções e excelente rendimento. A carne é firme, de sabor suave e fácil preparo, ideal para frituras, grelhados e assados. O congelamento preserva frescor, textura e qualidade, permitindo armazenamento seguro e praticidade no uso. Quantidade Mínima da Caixa: 1;;;PLANALTO;Aves;Congelado;140 g;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-tilapia-80-a-140g-sem-pele-10kg-granel-planalto-pescado-congelado/398100
398105;TRAÍRA ESPALMADA (ACIMA DE 900G) (15KG) - PLANALTO;A traíra espalmada possui carne firme e sabor intenso, sendo muito utilizada em frituras e preparações assadas. O corte aberto facilita o preparo e melhora o rendimento. O congelamento preserva a qualidade do pescado, mantendo textura, sabor e segurança alimentar. Quantidade Mínima da Caixa: 1;;;PLANALTO;Pescados;Congelado;900 g;15.000 kg (Caixa);https://www.friboionline.com.br/product/traira-espalmada-acima-de-900g-15kg-planalto-pescado-congelado/398105
398141;PESCOÇO FATIADO OVINO - CASA BLANCA;O pescoço ovino fatiado é um corte com alto teor de sabor, ideal para cozimentos lentos, ensopados e caldos. Possui excelente rendimento e textura macia após o preparo. O corte fatiado facilita o uso e o porcionamento, enquanto o congelamento preserva a qualidade e a conservação do produto. Origem: Ovino | Quantidade Mínima da Caixa: 25 | Quantidade Máxima da Caixa: 25;;;FRIGORIFICO CASA BLANCA;Aves;Congelado;;22.000 kg (Caixa);https://www.friboionline.com.br/product/pescoco-fatiado-ovino-casa-blanca-ovino-congelado/398141
398144;CARRÉ OVINO - CASA BLANCA;O carré ovino é um corte nobre, conhecido pela maciez e sabor intenso. Ideal para grelhados e assados, permite cortes padronizados e excelente apresentação. Possui alto rendimento e o congelamento preserva suas características naturais, garantindo qualidade e segurança. Origem: Ovino | Quantidade Mínima da Caixa: 36 | Quantidade Máxima da Caixa: 36;;;FRIGORIFICO CASA BLANCA;Aves;Congelado;;22.000 kg (Caixa);https://www.friboionline.com.br/product/carre-ovino-casa-blanca-ovino-congelado/398144
398145;COSTELA OVINA - CASA BLANCA;A costela ovina é um corte nobre, conhecido pelo sabor marcante e suculência. Ideal para grelhados e assados, proporciona excelente rendimento e ótima apresentação. O congelamento preserva as características da carne, garantindo qualidade e consistência no preparo. Origem: Ovino | Quantidade Mínima da Caixa: 7 | Quantidade Máxima da Caixa: 7;;;FRIGORIFICO CASA BLANCA;Bovinos;Congelado;;22.000 kg (Caixa);https://www.friboionline.com.br/product/costela-ovina-casa-blanca-ovino-congelado/398145
398146;CARRÉ OVINO FRANCÊS - CASA BLANCA;O carré ovino francês é um corte premium, com excelente apresentação e alta padronização. Ideal para preparações sofisticadas, como grelhados e assados, proporciona maciez, suculência e sabor marcante. O congelamento mantém a qualidade, garantindo conservação e segurança alimentar. Origem: Ovino | Quantidade Mínima da Caixa: 20 | Quantidade Máxima da Caixa: 20;;;FRIGORIFICO CASA BLANCA;Aves;Congelado;;22.000 kg (Caixa);https://www.friboionline.com.br/product/carre-ovino-frances-casa-blanca-ovino-congelado/398146
398147;T-BONE OVINO - CASA BLANCA;O T-bone ovino é um corte especial que combina diferentes texturas e sabores em uma única peça. Ideal para grelhados, oferece suculência, maciez e excelente rendimento. O corte padronizado facilita o preparo e garante consistência, enquanto o congelamento preserva a qualidade da carne. Origem: Ovino | Cortes: T-Bone | Quantidade Mínima da Caixa: 20 | Quantidade Máxima da Caixa: 20;;;FRIGORIFICO CASA BLANCA;Aves;Congelado;;22.000 kg (Caixa);https://www.friboionline.com.br/product/t-bone-ovino-casa-blanca-ovino-congelado/398147
398150;PERNIL OVINO COM OSSO - CASA BLANCA;O pernil ovino com osso é um corte robusto, com sabor marcante e excelente suculência após o preparo. Ideal para assados e preparações lentas, proporciona alto rendimento e ótima apresentação. O congelamento preserva as características naturais da carne, garantindo qualidade e segurança alimentar. Origem: Ovino | Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 10;;;FRIGORIFICO CASA BLANCA;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/pernil-ovino-com-osso-casa-blanca-ovino-congelado/398150
398151;PALETA OVINA COM OSSO - CASA BLANCA;A paleta ovina com osso é um corte versátil, com equilíbrio entre carne e gordura que garante sabor intenso e maciez. Indicada para assados e cozidos, possui excelente rendimento e aproveitamento. O congelamento mantém textura, suculência e qualidade durante o armazenamento. Origem: Ovino | Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 10;;;FRIGORIFICO CASA BLANCA;Bovinos;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/paleta-ovina-com-osso-casa-blanca-ovino-congelado/398151
398160;CORVINA INTEIRA GRANEL (1 A 2KG) - AQUAPESCA;A corvina inteira congelada é um pescado de carne branca, firme e sabor delicado, ideal para preparações assadas, cozidas ou grelhadas. O tamanho padronizado facilita o controle de peso e rendimento. O congelamento preserva frescor, textura e qualidade, garantindo segurança durante o armazenamento. Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 15;0789892671246;;AQUAPESCA;Pescados;Congelado;2 kg;14.000 kg (Caixa);https://www.friboionline.com.br/product/corvina-inteira-granel-1-a-2kg-aquapesca-pescado-congelado/398160
398166;QUEIJO MUSSARELA - OURO BOM;O queijo mussarela é conhecido pela sua excelente capacidade de derretimento, elasticidade e sabor suave. Ideal para pizzas, lanches, gratinados e diversas preparações, oferece alto rendimento e versatilidade. A conservação adequada mantém textura, aroma e qualidade, garantindo desempenho consistente no uso. Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0619205596487;;OURO BOM;Aves;Resfriado;;24.000 kg (Caixa);https://www.friboionline.com.br/product/queijo-mussarela-ouro-bom-lacteos-resfriado/398166
398252;FILÉ DE PEITO (20KG) PACOTE - AVIVIP;O filé de peito de frango é um corte sem osso, com textura macia e sabor suave, ideal para diversas preparações como grelhados, assados, empanados e cozidos. Possui excelente rendimento e padronização, facilitando o porcionamento e o controle de preparo. O congelamento preserva a qualidade, garantindo conservação prolongada, segurança alimentar e praticidade no uso. Origem: Ave | Quantidade Mínima da Caixa: 15 | Quantidade Máxima da Caixa: 20;0789893711751;;AVIVIP;Aves;Congelado;20 kg;20.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-peito-20kg-pacote-avivip-ave-congelado/398252
398342;FILÉ DE MERLUZA INTERFOLHADO SEM PELE (21KG) - SERMARSU;O filé de merluza interfolhado sem pele apresenta carne branca, leve e sabor suave. O sistema interfolhado facilita o uso, garantindo praticidade, padronização e excelente rendimento nas preparações. Quantidade Mínima da Caixa: 3 | Quantidade Máxima da Caixa: 3;;;SERMARSU;Aves;Congelado;21 kg;21.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-merluza-interfolhado-sem-pele-21kg-sermarsu-pescado-congelado/398342
398376;CORAÇÃO DE FRANGO PACOTE (1KG) - NAT;O coração de frango é um corte muito utilizado em preparações grelhadas e churrascos, conhecido pelo sabor marcante e textura firme. Possui excelente rendimento e preparo rápido, garantindo praticidade no dia a dia. O congelamento preserva frescor, qualidade e facilita o armazenamento. Origem: Ave | Quantidade Mínima da Caixa: 16 | Quantidade Máxima da Caixa: 16;0789850632622;;NAT;Aves;Congelado;1 kg;16.000 kg (Caixa);https://www.friboionline.com.br/product/cora%C3%A7%C3%A3o-de-frango-pacote-1kg-nat-398376/398376
398422;FILÉ DE PANGA PREMIUM INTERFOLHADO (5KG) - EASYCHEF;O filé de panga premium interfolhado possui carne branca, macia e de sabor suave, ideal para diversas preparações como frituras, grelhados e assados. O sistema interfolhado facilita o manuseio e a separação dos filés, garantindo praticidade e controle de porções. O congelamento preserva frescor e qualidade. Quantidade Mínima da Caixa: 2 | Quantidade Máxima da Caixa: 2;0789897037048;;EASYCHEF;Aves;Congelado;5 kg;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-panga-premium-interfolhado-5kg-easychef-pescado-congelado/398422
